StudyID,NCTNumber,StudyTitle,FirstAuthor,PublicationYear,StartYear,CompletionYear,StudyDuration,Country,Settings,Settings Category,Phase,Phase Category,PopulationsStudied,Population Category,Conditions,Condition Category,VaccineName,Vaccine Name Category,VaccineType,Types of Vaccines Category,Outcome,Vaccine Outcomes Category,SampleSize,Sex,PercentageFemale,LossToFollow-up,MainResults,Significance Category,MainLimitations,Main Limitations Category,Manufacturer Type,Cleaned Manufacturer Type,Manufacturer Category,Source of Funding,Cleaned Funding Source,Funding Category,StudyStatus,Sponsor,Sponsor Category,Collaborators,Collaborator Category,CountryCount,SampleSizeCategory
3072.0,ISRCTN72821613,Pneumococcal conjugate vaccination schedules in infants—acquisition immunogenicity and pneumococcal conjugate and yellow fever vaccine co-administration study,Grant A. Mackenzie,2021.0,,,,The Gambia,Basse Field Station of MRCG at LSHTM,Miscellaneous and Non-Specific Locations,Phase 4,Post-Marketing Trials,Infants aged 0-10 weeks,Neonates and Infants,Pneumococcal disease       ,Bacterial,PCV13 (Pneumococcal Conjugate Vaccine 13-valent),Pneumococcal,Pneumococcal conjugate vaccine,Conjugate,Nasopharyngeal vaccine-type pneumococcal acquisition,Other,784.0,,,,Comparing 1+1 and 3+0 PCV schedules for their effects on pneumococcal acquisition and immunogenicity; assessing co-administration with yellow fever vaccine,Inconclusive or Mixed Results, ,Other, ,,Other,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Philanthropic,Completed  Published,,,,,1.0,Medium
3080.0,NCT03765073,Potential for Maternally Administered Vaccine for Infant Group B Streptococcus,S.A. Madhi,2023.0,,,,South Africa,Clinical research centers in South Africa,Hospitals  Health Centers  and Clinics,Phase 2,Mid-Phase Trials,Healthy pregnant women aged 18 to 40,Adults,Group B Streptococcus  ,Bacterial,GBS6,Other,Hexavalent CPS-cross-reactive material 197 glycoconjugate vaccine (GBS6),Other,Induction of maternal anti-CPS IgG antibodies,Other,,Female only,100.0,,GBS6 induced maternal antibody responses to all serotypes,Inconclusive or Mixed Results, ,Other, ,,Other,Pfizer and the Bill and Melinda Gates Foundation,Pfizer And The Bill And Melinda Gates Foundation,Philanthropic,Completed  Published,,,,,1.0,Unknown
3081.0,NCT04444674,Efficacy of the ChAdOx1 nCoV-19 Covid-19 Vaccine against the B.1.351 Variant,S.A. Madhi,2021.0,,,,South Africa,Various clinical research centers in South Africa,Hospitals  Health Centers  and Clinics, ,Other,2026 HIV-negative adults (median age 30 years),Adults,SARS-CoV-2/COVID-19  ,Viral,ChAdOx1 nCoV-19 vaccine (AZD1222),COVID-19,Replication-deficient chimpanzee adenoviral vector vaccine,Other,Efficacy against symptomatic Covid-19 and the B.1.351 variant,Efficacy,2026.0,,,,Efficacy of 21.9% against mild-to-moderate Covid-19; vaccine efficacy against the B.1.351 variant was 10.4%. No serious adverse events significantly associated with the vaccine.,Significant, ,Other, ,,Other,Bill and Melinda Gates Foundation and others,Bill And Melinda Gates Foundation And Others,Philanthropic,Completed  Published,,,,,1.0,Large
3085.0,NCT00829010,Immunization with 10-valent pneumococcal non-typeable Haemophilus influenzae protein D conjugate vaccine (PHiD-CV) according to different schedules in infants in South Africa: a phase III trial,Shabir A Madhi,2017.0,2009.0,2012.0,4.0,South Africa,Single-center study in South Africa,Miscellaneous and Non-Specific Locations,Phase 3,Late Phase Trials,HIV-unexposed-uninfected infants 6-10 weeks of age,Neonates and Infants,Pneumococcal disease  ,Bacterial,10-valent pneumococcal non-typeable Haemophilus influenzae protein D conjugate vaccine (PHiD-CV),Influenza,Pneumococcal conjugate vaccine,Conjugate,Immunogenicity,Immunogenicity,300.0,,,,PHiD-CV was immunogenic in all vaccination schedules. Post-primary vaccination,Inconclusive or Mixed Results, ,Other,GSK,Gsk,Pharmaceutical, ,,Other,Completed  Published,,,,,1.0,Medium
3086.0,NCT00829010,Vaccination with 10-valent pneumococcal conjugate vaccine in infants according to HIV status,Shabir A. Madhi,2017.0,2009.0,2012.0,4.0,South Africa,Single-center study in South Africa,Miscellaneous and Non-Specific Locations,Phase 3,Late Phase Trials,HIV-infected (HIV+),People with Specific Conditions,,Not Reported,10-valent pneumococcal non-typeable Haemophilus influenzae protein D conjugate vaccine (PHiD-CV),Influenza,Pneumococcal conjugate vaccine,Conjugate,Immunogenicity,Immunogenicity,274.0,,,,PHiD-CV was immunogenic and well-tolerated in children regardless of HIV status. For each vaccine-serotype,Inconclusive or Mixed Results, ,Other,GSK Vaccines Belgium (SynflorixTM),Gsk Vaccines Belgium,Pharmaceutical,GlaxoSmithKline Biologicals SA,Glaxosmithkline Biologicals Sa,Industry,Completed  Published,,,,,1.0,Medium
3088.0,NCT00757900,Trivalent Inactivated Influenza Vaccine in African Adults Infected With Human Immunodeficient Virus: Double Blind Randomized Clinical Trial of Efficacy Immunogenicity and Safety,Shabir A. Madhi,2011.0,,,,South Africa,Themba Lethu Clinic,Hospitals  Health Centers  and Clinics, ,Other,HIV-infected adults aged 18-55 years,Adults,  ,Other,Trivalent Inactivated Influenza Vaccine (TIV),Influenza,Inactivated influenza vaccine,Inactivated/Killed,Vaccine efficacy against influenza confirmed illness,Efficacy,506.0,,,,TIV was 75.5% effective against confirmed influenza illness. No significant differences in clinical influenza-like illness or acute respiratory infection illness between TIV and placebo recipients. Three deaths occurred in the study.,Significant, ,Other,MUTAGRIP; Sanofi-Aventis,Mutagrip; Sanofi-Aventis,Pharmaceutical, ,,Other,Completed  Published,,,,,1.0,Medium
3089.0,NCT00362336,Immunogenicity and Safety of an Investigational Fully Liquid Hexavalent Combination Vaccine Versus Licensed Combination Vaccines at 6,Shabir A. Madhi,2011.0,,,,South Africa,Themba Lethu Clinic,Hospitals  Health Centers  and Clinics,Phase 3,Late Phase Trials,Healthy infants at 0 to 3 days of age born at full term with birth weight ≥2.5 kg,Neonates and Infants, ,Other,Hexavalent DTaP-IPV-Hep B-PRP-T vaccine (Hexaxim),Polio,Hexavalent combination vaccine,Combination,Seroprotection for anti-Hep B,Other,715.0,,,,Noninferiority of Hexaxim demonstrated for various antigens. High seroprotection rates for anti-Hep B,Inconclusive or Mixed Results, ,Other,Sanofi Pasteur France,Sanofi Pasteur France,Pharmaceutical,Supported by Sanofi Pasteur,Supported By Sanofi Pasteur,Government,Completed  Published,,,,,1.0,Medium
3090.0,NCT02943902,Immunogenicity of a single-dose compared with a two-dose primary series followed by a booster dose of ten-valent or 13-valent pneumococcal conjugate vaccine in South African children: an open-label randomised non-inferiority trial,Shabir A Madhi,2020.0,2017.0,2017.0,1.0,South Africa,Single center in Soweto  South Africa,Miscellaneous and Non-Specific Locations,,Not Reported,Healthy infants aged 42-56 days born to HIV-uninfected women,Neonates and Infants,Pneumococcal disease  ,Bacterial,PCV10 (Synflorix) and PCV13 (Prevnar-13),Pneumococcal,Ten-valent and thirteen-valent pneumococcal conjugate vaccines,Conjugate,Serotype-specific IgG GMCs one month after booster dose  proportions with serotype-specific serum IgG above the correlate of protection,Other,600.0,,,,Non-inferiority of both 1+1 and 2+1 dosing schedules of PCV10 and PCV13  higher IgG GMCs for certain serotypes in 1+1 group  at least 90% detectable opsonophagocytic activity,Non-Inferior,,Not Reported,GlaxoSmithKline (PCV10)  Pfizer (PCV13),Glaxosmithkline,Pharmaceutical,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Philanthropic,Completed  Published,,,,,1.0,Medium
3110.0,,Immunogenicity and Efficacy of Pneumococcal Conjugate Vaccine (Prevenar13®) in Preventing Acquisition of Carriage of Pneumococcal Vaccine Serotypes in Tanzanian Children With HIV/AIDS,Makenga G,2021.0,2013.0,2013.0,1.0,Tanzania,St Augustine's Hospital (Teule Hospital)  Muheza Tanga Tanzania,Hospitals  Health Centers  and Clinics,,Not Reported,225 HIV infected children aged 1-14 years,Children and Adolescents,Pneumococcal disease | HIV,Viral,Prevenar13®,Other,Pneumococcal conjugate vaccine,Conjugate,Efficacy in reducing acquisition of vaccine serotype  immunogenicity,Efficacy,225.0,,,,Efficacy of 2 doses of PCV13 on reducing acquisition of all vaccine serotype was 30.5%  significant combined effect of preventing new acquisition and clearing existing vaccine type carriage at 31.5%,Significant,,Not Reported,Wyeth/Pfizer,Wyeth/Pfizer,Pharmaceutical,,Unknown,Not Reported,Completed  Published,,,,,1.0,Medium
3233.0,,H1:IC31 vaccination is safe and induces long-lived TNF-α+IL-2+CD4 T cell responses in M. tuberculosis infected and uninfected adolescents: A randomized trial,Helen Mearns,2016.0,,,,South Africa,Phase II clinical trial,Hospitals  Health Centers  and Clinics,Phase 2,Mid-Phase Trials,Healthy adolescents aged 12-18 years,Children and Adolescents,Tuberculosis  ,Bacterial,H1:IC31,Other,Protein-subunit vaccine,Subunit/Protein,Induced T cell responses measured after vaccinations,Other,240.0,,,,The vaccine was safe and induced antigen-specific CD4 T cells co-expressing IFN-c  TNF-a  and/or IL-2. No notable safety events were observed regardless of H1 dose or vaccination schedule,Inconclusive or Mixed Results,,Not Reported,,Not Reported,Not Reported,,Unknown,Not Reported,Completed  Published,,,,,1.0,Medium
3246.0,NCT03299426,Typhoid Vaccine Acceleration Consortium Malawi: A Phase III Randomized Double-blind Controlled Trial of the Clinical Efficacy of Typhoid Conjugate Vaccine Among Children in Blantyre Malawi,James E. Meiring,2022.0,,,,Malawi,Phase III clinical trial,Hospitals  Health Centers  and Clinics,Phase 3,Late Phase Trials,Children aged 9 months through 12 years residing in the townships of Ndirande and Zingwangwa  Blantyre,Children and Adolescents,Typhoid fever  ,Bacterial,Vi-TCV (typhoid conjugate vaccine),Typhoid,Typhoid conjugate vaccine,Conjugate,Efficacy in preventing blood culture-confirmed S. Typhi illness,Efficacy,28.0,,,,Effect of Vi-TCV compared to MCV-A on blood culture-confirmed incidence of S. Typhi in a typhoid-endemic setting,Inconclusive or Mixed Results,,Not Reported,,Not Reported,Not Reported,Bill & Melinda Gates Foundation and Center for Vaccine Development and Global Health at the University of Maryland School of Medicine,Bill & Melinda Gates Foundation And Center For Vaccine Development And Global Health At The University Of Maryland School Of Medicine,Philanthropic,Completed  Published,,,,,1.0,Small
3278.0,,Safety and Immunogenicity of Malaria Vectored Vaccines Given with Routine Expanded Program on Immunization Vaccines in Gambian Infants and Neonates: A Randomized Controlled Trial,Victorine A. Mensah,2017.0,2014.0,2015.0,2.0,The Gambia,Phase Ib trial,Miscellaneous and Non-Specific Locations,Phase 1,Early Phase Trials,Gambian infants and neonates aged 1  8  or 16 weeks at first vaccination,Neonates and Infants,Malaria  ,Parasitic,ChAd63 ME-TRAP and MVA ME-TRAP,HIV,Malaria vectored vaccines,Other,Safety and reactogenicity; cellular and humoral immunogenicity of the vaccine,Immunogenicity,65.0,,,,Malaria vectored vaccines co-administered with routine childhood immunizations were well tolerated. No reduction in immunogenicity of co-administered EPI vaccines. Mild intensity of adverse events  most resolved within 48 hours,Inconclusive or Mixed Results,Sample size not powered to detect differences between study arms,Other,,Not Reported,Not Reported,,Unknown,Not Reported,Completed  Published,,,,,1.0,Small
3345.0,,Immunogenicity and Reactogenicity of 13-Valent Pneumococcal Conjugate Vaccine Among Infants Toddlers and Children in Western Burkina Faso: Results From a Clinical Trial of Alternative Immunization Schedules,Jennifer C. Moïsi,2019.0,2013.0,2013.0,1.0,Burkina Faso,Clinical trial in a region experiencing hyperendemic bacterial meningitis,Hospitals  Health Centers  and Clinics,,Not Reported,Infants  toddlers  and children in Western Burkina Faso,Neonates and Infants,Pneumococcal disease     ,Bacterial,13-valent PCV (PCV13),Pneumococcal,Pneumococcal conjugate vaccine,Conjugate,Serotype-specific serum immunoglobulin G concentration and opsonophagocytic activity before and after vaccination,Other,280.0,,,,PCV13 resulted in low reactogenicity and elicited strong primary immune responses in infants and children. The 2-dose group had significantly lower IgG GMCs than the 3-dose group for several serotypes,Significant,,Not Reported,,Not Reported,Not Reported,,Unknown,Not Reported,Completed  Published,,,,,1.0,Medium
3358.0,NCT00866619,RTSS/AS01E Malaria Vaccine Induces Memory and Polyfunctional T Cell Responses in a Pediatric African Phase III Trial,Gemma Moncunill,2017.0,,,,Mozambique | Tanzania,Phase III clinical trial,Hospitals  Health Centers  and Clinics,Phase 3,Late Phase Trials,Children aged 5-17 months,Children and Adolescents,Malaria     ,Parasitic,RTSS/AS01E,Malaria,Malaria vaccine,Other,Memory and polyfunctional T cell responses; assessing cellular immune responses specific to RTSS/AS01E vaccine antigens,Other,179.0,Both Genders,,,RTSS/AS01E vaccination induced significant increases in CSP-specific CD4+ T cells expressing IL-2  TNF-α  and CD154  and HBsAg-specific CD4+ T cells expressing IL-2  TNF-α  CD154  IFN-γ  and IL-17. Higher functionality and polyfunctionality scores for CSP- and HBsAg-specific CD4+ T cells were observed in RTSS/AS01E vaccinees,Significant,Limited scope of the study; focused on a subset of children from the larger trial,Other,,Not Reported,Not Reported,,Unknown,Not Reported,Completed  Published,,,,,2.0,Medium
3364.0,,Analysis of the HIV Vaccine Trials Network 702 Phase 2b-3 HIV-1 Vaccine Trial in South Africa Assessing RV144 Antibody and T-Cell Correlates of HIV-1 Acquisition Risk,Zoe Moodie,2022.0,,,,South Africa,Phase 2b-3 clinical trial,Hospitals  Health Centers  and Clinics,Phase 2/3,Mid-Phase Trials,5404 HIV-uninfected adults,Adults,HIV,Viral,ALVAC/gp120+ MF59,HIV,HIV-1 vaccine,DNA,Assessment of RV144 antibody and T-Cell correlates of HIV-1 acquisition risk,Other,5404.0,,,,The study found significant interactions between CD4+ T-cell responses and IgG A244 V1V2-directed binding antibody response levels. High levels of both IgG V1V2-directed binding antibodies and polyfunctional CD4+ T-cell responses may indicate protection from HIV-1 acquisition,Significant,Lack of assessment of other immune biomarkers such as transcriptional signatures  mucosal responses  antibody Fc effector functions  host genetics,Other,,Not Reported,Not Reported,,Unknown,Not Reported,Completed  Published,,,,,1.0,Large
3366.0,,Antibody and cellular responses to HIV vaccine regimens with DNA plasmid as compared with ALVAC priming: An analysis of two randomized controlled trials,Zoe Moodie and others,2022.0,2015.0,2017.0,3.0,South Africa | Tanzania | Zambia,Phase I/II randomized controlled double-blind trials,Miscellaneous and Non-Specific Locations,Phase 1/2,Early Phase Trials,HVTN 100: 252 participants; HVTN 111: 132 participants from 3 sub-Saharan African countries,General Population,HIV,Viral,HIV Vaccine,Other,ALVAC vector and DNA plasmid,DNA,Binding antibody responses to HIV antigens  neutralizing antibody responses  and CD4+ T-cell responses,Immunogenicity,100.0,,,,DNA plasmid prime regimens resulted in higher binding antibody response rates and CD4+ T-cell responses than ALVAC prime regimens. Both regimens stimulated high binding and neutralizing response rates,Inconclusive or Mixed Results,Nonrandomized comparison of vaccines from 2 different trials  lack of data on immune responses to non-vaccine-matched antigens,Other,,Not Reported,Not Reported,,Unknown,Not Reported,Completed  Published,,,,,3.0,Medium
3391.0,NCT02126462,Characterization of T cell responses to co-administered hookworm vaccine candidates Na-GST-1 and Na-APR-1 in healthy adults in Gabon,Yoanne D. Mouwenda,2021.0,,,,Gabon,Centre de Recherches Medicales de Lambarene (CERMEL),Miscellaneous and Non-Specific Locations,Phase 1,Early Phase Trials,Healthy adults aged 18-50 years,Adults,Hookworm,Parasitic,Na-GST-1 and Na-APR-1,Other,Recombinant hookworm vaccines,Subunit/Protein,Safety,Safety,24.0,,,832.0,Na-GST-1 vaccine induced specific T cell responses; no significant T cell response for Na-APR-1; both vaccines were safe and well-tolerated,Significant,Small sample size,Sample Size,,Not Reported,Not Reported,European Union's Seventh Framework Programme,European Union,Government,Completed  Published,,,,,1.0,Small
3394.0,NCT01496989,Acceptability and tolerability of repeated intramuscular electroporation of Multi-antigenic HIV (HIVMAG) DNA vaccine among healthy African participants in a phase 1 randomized controlled trial,Juliet Mpendo,2020.0,2011.0,2013.0,3.0,Uganda,Urban settings in Uganda,Community-Based Settings,Phase 1,Early Phase Trials,Healthy men and women,Adults,HIV,Viral,HIVMAG DNA vaccine,HIV,DNA vaccine,DNA,Acceptability,Other,45.0,,,100.0,Electroporation was acceptable and tolerable,Inconclusive or Mixed Results,Modest sample size,Other,,Not Reported,Not Reported,American people through the United States Agency for International Development (USAID),American People Through The United States Agency For International Development,Government,Completed  Published,,,,,1.0,Small
